-4.624849182433865558e-02,1.144745237304402918e+00,-9.872794803006073039e-01,3.333159843973963810e+00,4.051760212103093117e+00,-6.435940599918866800e-01,1.863738219504922633e-01,-2.803147586206757302e-01,8.866586019299647070e-01,3.909020718403034139e-03
-1.413096199240434059e+00,1.182675685701592538e+00,-7.083458145519614391e-01,1.768376287252835466e+00,-2.721206740716879402e-01,-1.461771323360310904e+00,1.988759325292270286e-01,4.399749188495430952e-01,-1.279135305865251926e+00,-1.042793745848233700e+00
-1.508220187698510184e-01,1.693635144251613323e+00,-2.436068084333872896e+00,-1.472918491679221287e+00,1.246784722154937741e+00,-6.556071072796044730e-01,2.571542085006839340e-01,-3.568092725480447314e-01,-2.252246858458031742e+00,-7.602755048076781375e-01
-3.185602610092142406e+00,7.387612048235054907e-01,8.475841948636704259e-01,2.593292038432527313e+00,-7.713255366506290844e-01,1.135155932012889002e+00,6.326811102665230724e-01,6.538631859794601375e-01,-5.606849801695578533e-02,2.172995919778955454e+00
-1.078696070075654045e+00,1.169550471268250291e+00,-4.829050685534473919e-01,3.814971461929531849e+00,1.504416566007834799e+00,-6.873077693909016017e-02,-2.313193001450203345e-01,-4.723461810937867322e-01,-3.986878505716239807e-01,7.822806095977845597e-01
1.411488428078178092e+00,6.893162590742530904e-01,-2.862975979670573601e+00,-2.623061205288489628e+00,4.043114614560696651e+00,-2.084000059245744385e+00,-1.185218147346080553e+00,1.400777645480181022e+00,-7.757635355304917102e-01,-1.127581614148644773e+00
-8.600179827761360585e-01,-2.872984324448102367e-01,-7.718716466126374076e-02,2.314623399075870225e+00,5.457338240277016528e-01,-1.672484122268801665e-01,-7.482985610779968599e-01,2.928707292589550204e-01,-1.196331834871290134e+00,1.499101180691328139e+00
-2.623316024952974779e+00,1.025469103895789047e+00,1.482783401170097992e-01,1.865079184478017904e+00,-5.226973924268647487e-01,-1.310930206784669982e+00,-8.394658504492905071e-02,5.582081612248739749e-02,2.463919763639626781e-01,-6.060656208607514972e-02
-1.041105001931534879e+00,6.560734162563477412e-01,-4.857458464215318461e-01,2.297756998291970554e+00,1.234666718604413793e+00,-5.779349389679403794e-03,-7.000236574996331063e-02,1.305683517969612240e+00,-1.253987556118070223e-01,9.635532049680582967e-01
-2.289309072566483749e+00,4.025377075175674557e-01,3.200532816724399598e-01,1.621720957958411091e+00,-3.006877428481082859e-01,-7.322648281309307450e-01,-2.418791276116570143e-03,-1.301703860937662993e-01,1.000471019662410921e+00,-5.866018873186218396e-01
-1.101022155784693757e+00,1.035160815557603087e-01,-6.282640652320964358e-01,4.176035160606260677e-01,-3.635236546524927004e-01,-6.917225365238391932e-01,-1.560804143558695012e-01,-2.120338693457277449e-02,-2.102350575480544492e+00,-8.584807889242682677e-01
-1.511153198520647667e+00,6.209981319232324992e-01,-1.213103093896089613e-01,2.945570855082833450e+00,7.334722297448692530e-03,1.110172032851266977e+00,-2.545737742470355336e-01,-2.416257319744273269e-01,5.702454148452539284e-01,5.405352920141264228e-01
-2.437900478364823931e-01,2.922762385243364847e-01,-1.050467480276137344e+00,4.679211613211802234e-01,1.910097679067591425e+00,1.739275431878653189e+00,6.312438027364787319e-01,-4.402845986015447854e-01,5.503659167563925564e-02,7.741043288639232189e-01
-4.118238392342935761e+00,1.708540938137634857e+00,4.528432926155865346e-01,1.770303351344800546e+00,-3.509722757033368445e+00,9.616688942688136343e-01,-9.026238578861427442e-01,6.697832529878163799e-01,1.767131582365162545e+00,-1.734208624245631436e-01
-2.654486844354384090e+00,1.439457967517851600e+00,1.704954728771035377e-02,2.235212557847720660e+00,-6.247888879858838340e-01,1.131026236216906358e-02,-9.254625126447232342e-01,-1.061874016000541321e+00,1.153447608316925110e-02,7.880923673567601373e-01
-1.318586115576266149e+00,2.041906209274739759e+00,-1.490809703224850846e+00,8.746322600802513003e-01,8.188935728697470662e-01,-2.987428733187770802e-01,1.105651176408260827e+00,9.078026106262983008e-01,-3.661470152520728827e-01,7.300938208953663411e-01
-1.572829015859719348e+00,1.390494217078579231e+00,-1.075373327276100799e+00,1.244297590490055727e+00,-1.060280318066810779e+00,-1.293408694519158075e-01,9.294993604315769653e-02,1.073858531263133465e+00,2.438683996535974341e+00,-1.396215366401090341e+00
-5.882583429918265550e-01,8.470467482119304892e-01,-1.741048982753711005e+00,-1.767940025727890774e+00,1.370799260260613828e+00,-3.303312193727942492e-01,1.160260071066470777e+00,-2.442410968669555538e-01,-4.293623630841921779e-01,1.667689179248038833e+00
-6.802140969913623714e-01,1.957038668704030870e+00,-2.690064108553494648e+00,-3.198490379671227402e+00,1.772702993920284298e-01,-6.083647243733469878e-02,7.872980699644840374e-01,-3.093359006185088522e-01,-1.558637629079736353e+00,-5.111013490038379681e-01
-5.508047633612558336e-01,2.087677699460230407e+00,-2.195627985152426298e+00,-5.696005283231861949e-01,2.247213854846346504e+00,6.837660363672265484e-01,1.929822709337003228e-01,-7.978610990998358243e-01,2.063871602205731737e+00,1.178953844983267468e-01
-1.487219937909091572e+00,1.869834789763848759e+00,-1.349828880782422136e+00,4.199906317589578997e-01,4.230621618322086830e-01,-9.953600155051325338e-01,1.299512411736310380e+00,9.166028720962700049e-01,-5.599342933703584935e-01,6.541744284547735822e-01
1.103255125145070181e+00,6.007034683084160331e-01,-2.315552524154916192e+00,-3.597083712335691352e-01,3.082481344750926500e+00,7.905471336028097040e-01,4.623413146779397631e-01,1.298543896727921421e-01,-1.768077980482333222e+00,-3.233806066242059241e-01
7.024983181202741900e-01,7.381610117063723830e-01,-1.892589795005081621e+00,1.338665603530571735e+00,1.945000659711156210e+00,-5.291453264645539639e-02,-5.833628356789399838e-01,-3.562459504853466297e-01,7.015071289399193999e-01,-4.987028795726128338e-01
